itemid	abstractid	name	品质	icon	icon灰	类型	叠加数量	物品描述	等级	商店价格	回收价格	回购价格	姓名	国家	将卡类型	picture	升级材料	升级材料数量	升级材料magicid	升级所得物品	升级价格	人物等级	脚本	miniicon	委任技能icon	最高倍率	通告	TAB_VERSION
3406		八卦石.天（七级）	6	T_Icon_Gossip_KunYuan.img		8	255	乾元/n兵法+70/n攻击+7%/n攻城攻击+7%/n穿透+3.5%/n物理吸血+1.4%/n攻击有8%概率对敌方部队造成其最大生命2%的伤害，对NPC的效果降低/n可以在工坊附炼界面中附炼在装备上	7	0	1000	1000								3407						8	0	
3407		八卦石.天（八级）	7	T_Icon_Gossip_QianYuan.img		8	255	乾元/n兵法+80/n攻击+8%/n攻城攻击+8%/n穿透+4%/n物理吸血+1.6%/n攻击有16%概率对敌方部队造成其最大生命4%的伤害，对NPC的效果降低/n可以在工坊附炼界面中附炼在装备上	8	0	1500	1500														8	0	
3410		八卦石.地（一级）	0	T_Icon_Gossip_GenShan.img		8	255	坤元/n阵法+10/n洞察+10/n血量+1%/n护甲+2%/n物免+0.2%/n法免+0.2%/n可以在工坊附炼界面中附炼在装备上	1	0	50	50								3411						8	0	
3411		八卦石.地（二级）	1	T_Icon_Gossip_ZeDui.img		8	255	坤元/n阵法+20/n洞察+20/n血量+2%/n护甲+4%/n物免+0.4%/n法免+0.4%/n可以在工坊附炼界面中附炼在装备上	2	0	100	100								3412						8	0	
3412		八卦石.地（三级）	2	T_Icon_Gossip_XunFeng.img		8	255	坤元/n阵法+30/n洞察+30/n血量+3%/n护甲+6%/n物免+0.6%/n法免+0.6%/n可以在工坊附炼界面中附炼在装备上	3	0	200	200								3413						8	0	
3413		八卦石.地（四级）	3	T_Icon_Gossip_LeiZhen.img		8	255	坤元/n阵法+40/n洞察+40/n血量+4%/n护甲+8%/n物免+0.8%/n法免+0.8%/n可以在工坊附炼界面中附炼在装备上	4	0	400	400								3414						8	0	
3414		八卦石.地（五级）	4	T_Icon_Gossip_ShuiKan.img		8	255	坤元/n阵法+50/n洞察+50/n血量+5%/n护甲+10%/n物免+1%/n法免+1%/n可以在工坊附炼界面中附炼在装备上	5	0	600	600								3415						8	0	
3415		八卦石.地（六级）	5	T_Icon_Gossip_LiHuo.img		8	255	坤元/n阵法+60/n洞察+60/n血量+6%/n护甲+12%/n物免+1.2%/n法免+1.2%/n被攻击时有1%概率获得20%伤害减免，持续5秒/n可以在工坊附炼界面中附炼在装备上	6	0	800	800								3416						8	0	
3416		八卦石.地（七级）	6	T_Icon_Gossip_KunYuan.img		8	255	坤元/n阵法+70/n洞察+70/n血量+7%/n护甲+14%/n物免+1.4%/n法免+1.4%/n被攻击时有4%概率获得25%伤害减免，持续5秒/n可以在工坊附炼界面中附炼在装备上	7	0	1000	1000								3417						8	0	
3417		八卦石.地（八级）	7	T_Icon_Gossip_QianYuan.img		8	255	坤元/n阵法+80/n洞察+80/n血量+8%/n护甲+16%/n物免+1.6%/n法免+1.6%/n被攻击时有8%概率获得30%伤害减免，持续5秒/n可以在工坊附炼界面中附炼在装备上	8	0	1500	1500														8	0	
3420		八卦石.风（一级）	0	T_Icon_Gossip_GenShan.img		8	255	巽风/n兵法+5/n攻击+0.2%/n攻城攻击+0.2%/n攻速+1%/n移速+5/n可以在工坊附炼界面中附炼在装备上	1	0	50	50								3421						8	0	
3421		八卦石.风（二级）	1	T_Icon_Gossip_ZeDui.img		8	255	巽风/n兵法+10/n攻击+0.4%/n攻城攻击+0.4%/n攻速+2%/n移速+10/n可以在工坊附炼界面中附炼在装备上	2	0	100	100								3422						8	0	
3422		八卦石.风（三级）	2	T_Icon_Gossip_XunFeng.img		8	255	巽风/n兵法+15/n攻击+0.6%/n攻城攻击+0.6%/n攻速+3%/n移速+15/n可以在工坊附炼界面中附炼在装备上	3	0	200	200								3423						8	0	
3423		八卦石.风（四级）	3	T_Icon_Gossip_LeiZhen.img		8	255	巽风/n兵法+20/n攻击+0.8%/n攻城攻击+0.8%/n攻速+4%/n移速+20/n可以在工坊附炼界面中附炼在装备上	4	0	400	400								3424						8	0	
3424		八卦石.风（五级）	4	T_Icon_Gossip_ShuiKan.img		8	255	巽风/n兵法+25/n攻击+1%/n攻城攻击+1%/n攻速+5%/n移速+25/n可以在工坊附炼界面中附炼在装备上	5	0	600	600								3425						8	0	
3425		八卦石.风（六级）	5	T_Icon_Gossip_LiHuo.img		8	255	巽风/n兵法+30/n攻击+1.2%/n攻城攻击+1.2%/n攻速+6%/n移速+30/n攻击时有1%概率获得20%CD缩减，持续20秒/n可以在工坊附炼界面中附炼在装备上	6	0	800	800								3426						8	0	
3426		八卦石.风（七级）	6	T_Icon_Gossip_KunYuan.img		8	255	巽风/n兵法+35/n攻击+1.4%/n攻城攻击+1.4%/n攻速+7%/n移速+35/n攻击时有8%概率获得25%CD缩减，持续25秒/n可以在工坊附炼界面中附炼在装备上	7	0	1000	1000								3427						8	0	
3427		八卦石.风（八级）	7	T_Icon_Gossip_QianYuan.img		8	255	巽风/n兵法+40/n攻击+1.6%/n攻城攻击+1.6%/n攻速+8%/n移速+40/n攻击时有16%概率获得30%CD缩减，持续35秒/n可以在工坊附炼界面中附炼在装备上	8	0	1500	1500														8	0	
3430		八卦石.雷（一级）	0	T_Icon_Gossip_GenShan.img		8	255	雷震/n兵法+5/n攻击+0.3%/n基础暴击+5%/n攻城攻击+0.3%/n可以在工坊附炼界面中附炼在装备上	1	0	50	50								3431						8	0	
3431		八卦石.雷（二级）	1	T_Icon_Gossip_ZeDui.img		8	255	雷震/n兵法+10/n攻击+0.6%/n基础暴击+10%/n攻城攻击+0.6%/n可以在工坊附炼界面中附炼在装备上	2	0	100	100								3432						8	0	
3432		八卦石.雷（三级）	2	T_Icon_Gossip_XunFeng.img		8	255	雷震/n兵法+15/n攻击+0.9%/n基础暴击+15%/n攻城攻击+0.9%/n可以在工坊附炼界面中附炼在装备上	3	0	200	200								3433						8	0	
3433		八卦石.雷（四级）	3	T_Icon_Gossip_LeiZhen.img		8	255	雷震/n兵法+20/n攻击+1.2%/n基础暴击+20%/n攻城攻击+1.2%/n可以在工坊附炼界面中附炼在装备上	4	0	400	400								3434						8	0	
3434		八卦石.雷（五级）	4	T_Icon_Gossip_ShuiKan.img		8	255	雷震/n兵法+25/n攻击+1.5%/n基础暴击+25%/n攻城攻击+1.5%/n可以在工坊附炼界面中附炼在装备上	5	0	600	600								3435						8	0	
3435		八卦石.雷（六级）	5	T_Icon_Gossip_LiHuo.img		8	255	雷震/n兵法+30/n攻击+1.8%/n基础暴击+30%/n攻城攻击+1.8%/n暴击时有5%概率麻痹敌方单位1.2秒/n可以在工坊附炼界面中附炼在装备上	6	0	800	800								3436						8	0	
3436		八卦石.雷（七级）	6	T_Icon_Gossip_KunYuan.img		8	255	雷震/n兵法+35/n攻击+2.1%/n基础暴击+35%/n攻城攻击+2.1%/n暴击时有10%概率麻痹敌方单位1.3秒/n可以在工坊附炼界面中附炼在装备上	7	0	1000	1000								3437						8	0	
3437		八卦石.雷（八级）	7	T_Icon_Gossip_QianYuan.img		8	255	雷震/n兵法+40/n攻击+2.4%/n基础暴击+40%/n攻城攻击+2.4%/n暴击时有20%概率麻痹敌方单位1.5秒/n可以在工坊附炼界面中附炼在装备上	8	0	1500	1500														8	0	
3440		八卦石.水（一级）	0	T_Icon_Gossip_GenShan.img		8	255	水坎/n洞察+5/n血量+0.5%/n法伤反弹+1%/n可以在工坊附炼界面中附炼在装备上	1	0	50	50								3441						8	0	
3441		八卦石.水（二级）	1	T_Icon_Gossip_ZeDui.img		8	255	水坎/n洞察+10/n血量+1%/n法伤反弹+2%/n可以在工坊附炼界面中附炼在装备上	2	0	100	100								3442						8	0	
3442		八卦石.水（三级）	2	T_Icon_Gossip_XunFeng.img		8	255	水坎/n洞察+15/n血量+1.5%/n法伤反弹+3%/n可以在工坊附炼界面中附炼在装备上	3	0	200	200								3443						8	0	
3443		八卦石.水（四级）	3	T_Icon_Gossip_LeiZhen.img		8	255	水坎/n洞察+20/n血量+2%/n法伤反弹+4%/n可以在工坊附炼界面中附炼在装备上	4	0	400	400								3444						8	0	
3444		八卦石.水（五级）	4	T_Icon_Gossip_ShuiKan.img		8	255	水坎/n洞察+25/n血量+2.5%/n法伤反弹+5%/n可以在工坊附炼界面中附炼在装备上	5	0	600	600								3445						8	0	
3445		八卦石.水（六级）	5	T_Icon_Gossip_LiHuo.img		8	255	水坎/n洞察+30/n血量+3%/n法伤反弹+6%/n受到技能伤害时有5%概率回复2%血量/n可以在工坊附炼界面中附炼在装备上	6	0	800	800								3446						8	0	
3446		八卦石.水（七级）	6	T_Icon_Gossip_KunYuan.img		8	255	水坎/n洞察+35/n血量+3.5%/n法伤反弹+8%/n受到技能伤害时有10%概率回复4%血量/n可以在工坊附炼界面中附炼在装备上	7	0	1000	1000								3447						8	0	
3447		八卦石.水（八级）	7	T_Icon_Gossip_QianYuan.img		8	255	水坎/n洞察+40/n血量+4%/n法伤反弹+10%/n受到技能伤害时有20%概率回复8%血量/n可以在工坊附炼界面中附炼在装备上	8	0	1500	1500														8	0	
3450		八卦石.火（一级）	0	T_Icon_Gossip_GenShan.img		8	255	离火/n兵法+5/n攻击+0.1%/n攻城攻击+0.1%/n法术穿透+2%/n法术吸血+0.5%/n可以在工坊附炼界面中附炼在装备上	1	0	50	50								3451						8	0	
3451		八卦石.火（二级）	1	T_Icon_Gossip_ZeDui.img		8	255	离火/n兵法+10/n攻击+0.2%/n攻城攻击+0.2%/n法术穿透+4%/n法术吸血+1%/n可以在工坊附炼界面中附炼在装备上	2	0	100	100								3452						8	0	
3452		八卦石.火（三级）	2	T_Icon_Gossip_XunFeng.img		8	255	离火/n兵法+15/n攻击+0.3%/n攻城攻击+0.3%/n法术穿透+6%/n法术吸血+1.5%/n可以在工坊附炼界面中附炼在装备上	3	0	200	200								3453						8	0	
3453		八卦石.火（四级）	3	T_Icon_Gossip_LeiZhen.img		8	255	离火/n兵法+20/n攻击+0.4%/n攻城攻击+0.4%/n法术穿透+8%/n法术吸血+2%/n可以在工坊附炼界面中附炼在装备上	4	0	400	400								3454						8	0	
3454		八卦石.火（五级）	4	T_Icon_Gossip_ShuiKan.img		8	255	离火/n兵法+25/n攻击+0.5%/n攻城攻击+0.5%/n法术穿透+10%/n法术吸血+2.5%/n可以在工坊附炼界面中附炼在装备上	5	0	600	600								3455						8	0	
3455		八卦石.火（六级）	5	T_Icon_Gossip_LiHuo.img		8	255	离火/n兵法+30/n攻击+0.6%/n攻城攻击+0.6%/n法术穿透+12%/n法术吸血+3%/n释放技能时有2%概率清除技能CD，且回复20点士气，无法清除左慈技能CD/n可以在工坊附炼界面中附炼在装备上	6	0	800	800								3456						8	0	
3456		八卦石.火（七级）	6	T_Icon_Gossip_KunYuan.img		8	255	离火/n兵法+35/n攻击+0.7%/n攻城攻击+0.7%/n法术穿透+14%/n法术吸血+3.5%/n释放技能时有5%概率清除技能CD，且回复30点士气，无法清除左慈技能CD/n可以在工坊附炼界面中附炼在装备上	7	0	1000	1000								3457						8	0	
3457		八卦石.火（八级）	7	T_Icon_Gossip_QianYuan.img		8	255	离火/n兵法+40/n攻击+0.8%/n攻城攻击+0.8%/n法术穿透+16%/n法术吸血+4%/n释放技能时有10%概率清除技能CD，且回复40点士气，无法清除左慈技能CD/n可以在工坊附炼界面中附炼在装备上	8	0	1500	1500														8	0	
3460		八卦石.山（一级）	0	T_Icon_Gossip_GenShan.img		8	255	艮山/n阵法+5/n血量+1%/n物伤反弹+0.5%/n可以在工坊附炼界面中附炼在装备上	1	0	50	50								3461						8	0	
3461		八卦石.山（二级）	1	T_Icon_Gossip_ZeDui.img		8	255	艮山/n阵法+10/n血量+2%/n物伤反弹+1%/n可以在工坊附炼界面中附炼在装备上	2	0	100	100								3462						8	0	
3462		八卦石.山（三级）	2	T_Icon_Gossip_XunFeng.img		8	255	艮山/n阵法+15/n血量+3%/n物伤反弹+1.5%/n可以在工坊附炼界面中附炼在装备上	3	0	200	200								3463						8	0	
3463		八卦石.山（四级）	3	T_Icon_Gossip_LeiZhen.img		8	255	艮山/n阵法+20/n血量+4%/n物伤反弹+2%/n可以在工坊附炼界面中附炼在装备上	4	0	400	400								3464						8	0	
3464		八卦石.山（五级）	4	T_Icon_Gossip_ShuiKan.img		8	255	艮山/n阵法+25/n血量+5%/n物伤反弹+2.5%/n可以在工坊附炼界面中附炼在装备上	5	0	600	600								3465						8	0	
3465		八卦石.山（六级）	5	T_Icon_Gossip_LiHuo.img		8	255	艮山/n阵法+30/n血量+6%/n物伤反弹+3%/n被攻击时有1%概率提高自身5%生命上限，持续5秒/n可以在工坊附炼界面中附炼在装备上	6	0	800	800								3466						8	0	
3466		八卦石.山（七级）	6	T_Icon_Gossip_KunYuan.img		8	255	艮山/n阵法+35/n血量+7%/n物伤反弹+3.5%/n被攻击时有3%概率提高自身10%生命上限，持续6秒/n可以在工坊附炼界面中附炼在装备上	7	0	1000	1000								3467						8	0	
3467		八卦石.山（八级）	7	T_Icon_Gossip_QianYuan.img		8	255	艮山/n阵法+40/n血量+8%/n物伤反弹+4%/n被攻击时有5%概率提高自身20%生命上限，持续7秒/n可以在工坊附炼界面中附炼在装备上	8	0	1500	1500														8	0	
3470		八卦石.泽（一级）	0	T_Icon_Gossip_GenShan.img		8	255	泽兑/n洞察+5/n血量+1%/n攻速+0.5%/n近战伤害溅射+1%/n可以在工坊附炼界面中附炼在装备上	1	0	50	50								3471						8	0	
3471		八卦石.泽（二级）	1	T_Icon_Gossip_ZeDui.img		8	255	泽兑/n洞察+10/n血量+2%/n攻速+1%/n近战伤害溅射+2%/n可以在工坊附炼界面中附炼在装备上	2	0	100	100								3472						8	0	
3472		八卦石.泽（三级）	2	T_Icon_Gossip_XunFeng.img		8	255	泽兑/n洞察+15/n血量+3%/n攻速+1.5%/n近战伤害溅射+3%/n可以在工坊附炼界面中附炼在装备上	3	0	200	200								3473						8	0	
3473		八卦石.泽（四级）	3	T_Icon_Gossip_LeiZhen.img		8	255	泽兑/n洞察+20/n血量+4%/n攻速+2%/n近战伤害溅射+4%/n可以在工坊附炼界面中附炼在装备上	4	0	400	400								3474						8	0	
3474		八卦石.泽（五级）	4	T_Icon_Gossip_ShuiKan.img		8	255	泽兑/n洞察+25/n血量+5%/n攻速+2.5%/n近战伤害溅射+5%/n可以在工坊附炼界面中附炼在装备上	5	0	600	600								3475						8	0	
3475		八卦石.泽（六级）	5	T_Icon_Gossip_LiHuo.img		8	255	泽兑/n洞察+30/n血量+6%/n攻速+3%/n近战伤害溅射+6%/n攻击时有3%概率提高自身100%暴击，50%攻速，持续5秒/n可以在工坊附炼界面中附炼在装备上	6	0	800	800								3476						8	0	
3476		八卦石.泽（七级）	6	T_Icon_Gossip_KunYuan.img		8	255	泽兑/n洞察+35/n血量+7%/n攻速+3.5%/n近战伤害溅射+7%/n攻击时有8%概率提高自身200%暴击，50%攻速，持续7秒/n可以在工坊附炼界面中附炼在装备上	7	0	1000	1000								3477						8	0	
3477		八卦石.泽（八级）	7	T_Icon_Gossip_QianYuan.img		8	255	泽兑/n洞察+40/n血量+8%/n攻速+4%/n近战伤害溅射+8%/n攻击时有15%概率提高自身400%暴击，50%攻速，持续10秒/n可以在工坊附炼界面中附炼在装备上	8	0	1500	1500														8	0	
3550		初级田契	2	T_Icon_Contract_Cjtq.img		4	20	开启农田5和农田6的必备契约	1		800	800										1				8	0	
3551		高级田契	3	T_Icon_Contract_Gjtq.img		4	20	开启农田7和农田8的必备契约	1		1200	1200										1				8	0	
3552		初级地契	2	T_Icon_Contract_Cjdq.img		4	20	开启民居5和民居6的必备契约	1		820	820										1				8	0	
3553		高级地契	3	T_Icon_Contract_Gjdq.img		4	20	开启民居7和民居8的必备契约	1		1220	1220										1				8	0	
3554		初级牧契	2	T_Icon_Contract_Cjmq.img		4	20	开启牧场3的必备契约	1		860	860										1				8	0	
3555		高级牧契	3	T_Icon_Contract_Gjmq.img		4	20	开启牧场4的必备契约	1		1260	1260										1				8	0	
3556		初级林契	2	T_Icon_Contract_Cjlq.img		4	20	开启林地3的必备契约	1		840	840										1				8	0	
3557		高级林契	3	T_Icon_Contract_Gjlq.img		4	20	开启林地4的必备契约	1		1240	1240										1				8	0	
3558		初级矿契	2	T_Icon_Contract_Cjkq.img		4	20	开启矿场3的必备契约	1		880	880										1				8	0	
3559		高级矿契	3	T_Icon_Contract_Gjkq.img		4	20	开启矿场4的必备契约	1		1280	1280										1				8	0	
4000		银锭	4	T_Icon_Material_KaiJia_20.img		7	255	从银矿中冶炼出纯度较高的金属，是制作霸王盖世套装的必要材料	3	20	10	10										1				8	0	
4001		铜锭	4	T_Icon_Material_KaiJia_30.img		7	255	从铜矿中冶炼出纯度较高的金属，是制作白衣飞将套装的必要材料	3	20	10	10										1				8	0	
4002		黄铜	4	T_Icon_Material_KaiJia_40.img		7	255	通过把铜和锌一起冶炼而得到的合金，是制作青龙偃月套装的必要材料	4	20	10	10										1				8	0	
4003		秘银	4	T_Icon_Material_KaiJia_50.img		7	255	上好的银矿加工提炼出的合金，是制作疾风俊影套装的必要材料	4	20	10	10										1				8	0	
4004		乌金	4	T_Icon_Material_KaiJia_60.img		7	255	上好的金矿中加工提炼出的合金，是制作现世麒麟套装的必要材料	4	20	10	10										1				8	0	
4005		紫金	4	T_Icon_Material_KaiJia_70.img		7	255	从稀有的金矿中加工提炼出的合金，通体泛紫色光泽，是制作战神无双套装的必要材料	4	20	10	10										1				8	0	
4006		生铁	1	T_Icon_Material_TouKui_20.img		7	255	最普通的铁矿，杂质较高的金属，是制作盔甲的必要材料	1	1	1	1										1				8	0	
4007		铁锭	0	T_Icon_Material_TouKui_30.img		7	255	从铁矿中冶炼出纯度较高的金属，是制作30级头盔的必要材料	5	2	1	1										1				8	0	
4008		精铁	1	T_Icon_Material_TouKui_40.img		7	255	在铁锭的基础上精炼得来的金属，强度较高，是制作基础装备的必要材料.	2	4	2	2										1				8	0	
4009		玄铁	1	T_Icon_Material_TouKui_50.img		7	255	上好的精铁加入某种合金冶炼而得到的合金，是制作55级装备的必要材料.	2	4	2	2										1				8	0	
4010		寒铁	1	T_Icon_Material_TouKui_60.img		7	255	从稀有的铁矿中提炼出的强度很大的金属，是制作60级装备的必要材料.	2	4	2	2										1				8	0	
4011		陨铁	1	T_Icon_Material_TouKui_70.img		7	255	天外陨铁，来历不明，世间罕有，是制作70级装备的必要材料.	2	4	2	2										1				8	0	
4012		枣木	0	T_Icon_Material_WuQi_20.img		7	255	普通的枣木，做成兵器的手柄，有一定韧性，是制作20级武器的必要材料	5	2	1	1										1				8	0	
4013		钢	1	T_Icon_Material_WuQi_30.img		7	255	通过把铁精炼深加工得到的韧性和强度都较大的金属，是制作武器的必要材料	1	1	1	1										1				8	0	
4014		炼钢	0	T_Icon_Material_WuQi_40.img		7	255	在钢的基础上进一步锻炼出的合金，强度更大，是制作40级武器的必要材料	5	2	1	1										1				8	0	
4015		精钢	1	T_Icon_Material_WuQi_50.img		7	255	炼钢进一步深加工，加入另外几种金属，韧性更好，是制作30级装备的必要材料.	2	4	2	2										1				8	0	
4016		百折钢	1	T_Icon_Material_WuQi_60.img		7	255	把上好的钢材折叠锻炼，无坚不摧，是制作40级装备的必要材料.	2	4	2	2										1				8	0	
4017		百炼钢	0	T_Icon_Material_WuQi_70.img		7	255	最上乘的钢材，制作工序及其复杂，原材稀有，是制作70级武器的必要材料	5	2	1	1										1				8	0	
4018		麻布	0	T_Icon_Material_TongYong01_20.img		7	255	各种麻类植物纤维制成的布，是制作20级装备的通用材料	5	2	1	1										1				8	0	
4019		青铜	1	T_Icon_Material_TongYong02_20.img		7	255	通过把铜和锡一起冶炼而得到的合金，是制作头盔的通用材料.	1	1	1	1										1				8	0	
4020		竹	0	T_Icon_Material_TongYong03_30.img		7	255	普通的木材，多产于巴蜀之地，是制作30级装备的通用材料	5	2	1	1										1				8	0	
4021		厚布	0	T_Icon_Material_TongYong04_30.img		7	255	厚实的布料，有韧性，能抵挡风寒，是制作30级装备的通用材料	5	2	1	1										1				8	0	
4022		锡	0	T_Icon_Material_TongYong05_40.img		7	255	从锡矿中冶炼出纯度较高的金属，是制作40级装备的通用材料	5	2	1	1										1				8	0	
4023		生皮	0	T_Icon_Material_TongYong06_40.img		7	255	从动物身上采集的未经加工的皮，是制作40级装备的通用材料	5	2	1	1										1				8	0	
4024		藤木	0	T_Icon_Material_TongYong07_50.img		7	255	原料为乔木，经过加工得到比较坚硬的木材，是制作50级装备的通用材料	5	2	1	1										1				8	0	
4025		皮革	0	T_Icon_Material_TongYong08_50.img		7	255	把生皮经过精细的加工得到的皮制品，是制作50级装备的通用材料	5	2	1	1										1				8	0	
4026		槐木	0	T_Icon_Material_TongYong09_60.img		7	255	深褐色的木材，强度高，性耐腐，稳定性好，是制作60级装备的通用材料	5	2	1	1										1				8	0	
