id	名字	接壤1	接壤2	接壤3	接壤4	类型	默认势力	sceneid	时间	玩家数量	出生点数	开启人数	进场时间	郡名	收益类型	收益数量	特产类型	特产数量	buttonname	cityname	colormask	map	bordername	坐标	规模	colorsw	城防值	城池mask	城池等级	建国后等级	城池等级系数	平叛消耗军令	平叛铜钱奖励	平叛掉落id	叛乱兵种icon	攻方胜利条件	守方胜利条件	行政长官	称谓	说明	州ID	州名称	地形
19007	豫章	19006	19008	19005		1	2	30151	1800	40	"0,1"	2	1620	豫章郡	5	42000	2	200000	MedianCity_Yuzhang	LocalName_YuZhang	CM_Yuzhang	UI_GK_Wu.img	Border_Yuzhang		1	TiaoMu_Yuzhang	200	sw_Area_Yuzhang	10|10|7|10	10|10|9|10	1|2|3|4	3	19768	6103|0|1	T_UI_Puanluan.img	攻破敌方政厅	守住政厅	朱皓	太守	    豫章郡，最初为汉高帝初年（约于公元前202年）江西建制后的第一个名称。可是随着江南的发展，人口增多，豫章郡的面积却逐渐减少，后来有许多郡都是从豫章郡里分出去的。	1018	扬州南	水域
19008	阳陵	19007	19009			0	2	40040	1800	40	"0,1"	1	1620	庐陵郡	5	25000	3	200000	MedianCity_Yangling	LocalName_YangLing	CM_Yangling	UI_GK_Yijing.img	Border_Yangling		3	TiaoMu_Yangling	100	sw_Area_Yangling	9|9|7|9	9|9|9|9	1|1|1|1	1	5962	6100|0|1	T_UI_Puanluan.img	攻破敌方政厅	守住政厅	周喁	都尉	    庐陵屏障，地势紧要，易守难攻，此关之后直达庐陵，无险可守，一马平川。	1018	扬州南	城郭
19009	庐陵	19008	17015			1	2	30152	1800	40	"0,1"	2	1620	庐陵郡	5	42000	4	125000	MedianCity_Luling	LocalName_LuLing	CM_Luling	UI_GK_Lujiang.img	Border_Luling		0	TiaoMu_Luling	100	sw_Area_Luling	9|9|8|9	9|9|9|9	1|2|3|4	2	14448	6102|0|1	T_UI_Puanluan.img	攻破敌方政厅	守住政厅	周术	太守	    庐陵郡治所在。东汉兴平二年（195），孙策分豫章郡置。	1018	扬州南	水域
19010	临海	19003	19011	19012		1	2	30153	2400	40	"0,1"	2	2220	临海郡	5	39000	1	100000	MedianCity_Linhai	LocalName_LinHai	CM_Linhai	UI_GK_Jiangling.img	Border_Linhai		0	TiaoMu_Linhai	200	sw_Area_Linhai	15|15|2|15	15|15|9|15	1|2|3|4	2	14448	6102|0|1	T_UI_Puanluan.img	攻破敌方政厅	守住政厅	许旻	太守	    吴太平二年（257）分会稽郡东部为临海郡，郡治为临海。	1018	扬州南	水域
19011	永宁	19010	19012			1	2	30154	2400	40	"0,1"	2	2220	临海郡	5	39000	2	100000	MedianCity_Yongning	LocalName_YongNing	CM_Yongning	UI_GK_Yongan.img	Border_Yongning		0	TiaoMu_Yongning	200	sw_Area_Yongning	15|15|2|15	15|15|9|15	1|2|3|4	2	14448	6102|0|1	T_UI_Puanluan.img	攻破敌方政厅	守住政厅	臧均	令	    汉顺帝永和三年（公元138年）始建永宁县，意在“永世安宁”。	1018	扬州南	山地
19012	建安	19010	19011	19013		1	2	30155	2400	40	"0,1"	2	2220	建安郡	5	42000	3	100000	MedianCity_Jianan	LocalName_JianAn	CM_Jianan	UI_GK_Jianan.img	Border_Jianan		1	TiaoMu_Jianan	200	sw_Area_Jianan	15|15|1|15	15|15|9|15	1|2|3|4	3	19768	6103|0|1	T_UI_Puanluan.img	攻破敌方政厅	守住政厅	左恢	太守	    吴永安三年（260）分会稽郡，设置建安郡。建安城便是郡治！	1018	扬州南	城郭
19013	东安	19012	19014			0	2	40041	2400	40	"0,1"	1	2220	建安郡	5	25000	1	100000	MedianCity_Dongan	LocalName_DongAn	CM_Dongan	UI_GK_Ruxuwu.img	Border_Dongan		3	TiaoMu_Dongan	200	sw_Area_Dongan	15|15|1|1	15|15|9|15	1|1|1|1	1	5962	6100|0|1	T_UI_Puanluan.img	击败敌方都尉	守住都尉	刘修	都尉	    建安郡成立后，便依山而成的关隘，历时三年，耗费钱粮无计。	1018	扬州南	城郭
19014	夷洲	19013				1	12	30156	3600	40	"0,1"	2	3420	建安郡	5	45000	2	100000	MedianCity_Yizhou	LocalName_YiZhou	CM_Yizhou	UI_GK_Yizhou.img	Border_Yizhou		0	TiaoMu_Yizhou	200	sw_Area_Yizhou	15|15|1|15	15|15|9|15	1|2|3|4	2	14448	6102|0|1	T_UI_Puanluan.img	攻破敌方政厅	守住政厅	巴瓦·铁力	令	    三国吴黄龙二年（230），卫温、诸葛直曾率甲士万人至夷州，说的就是这里。	1018	扬州南	山地
20001	南海	17015	20002	20004		1	2	30157	1800	40	"0,1"	2	1620	南海郡	5	48000	1	200000	MedianCity_Nanhai	LocalName_NanHai	CM_Nanhai	UI_GK_Kuaiji.img	Border_Nanhai		0	TiaoMu_Nanhai	100	sw_Area_Nanhai	9|9|8|9	9|9|9|9	1|2|3|4	2	14448	6102|0|1	T_UI_Puanluan.img	攻破敌方政厅	守住政厅	士武	太守	    始皇三十三年（前214）置南海郡，其辖区地临南海。秦、汉之际地入南越国汉元鼎六年（前111）灭南越国后复为郡。	1014	交州	水域
20002	苍梧	20001	20003			1	2	30158	1800	40	"0,1"	2	1620	苍梧郡	5	51000	2	200000	MedianCity_Cangwu	LocalName_CangWu	CM_Cangwu	UI_GK_Yongan.img	Border_Cangwu		0	TiaoMu_Cangwu	100	sw_Area_Cangwu	9|9|9|9	9|9|9|9	1|2|3|4	2	14448	6102|0|1	T_UI_Puanluan.img	攻破敌方政厅	守住政厅	吴巨	太守	    西汉元鼎六年（前111）设置的苍梧郡，风景秀丽，苍山梧水，人杰地灵，这里是古汉族与百越交流最频繁的地方。古老相传，这里还是舜南巡时升天的地方。	1014	交州	山地
20003	郁林	17014	20002	20004		1	2	30159	1800	40	"0,1"	2	1620	郁林郡	5	48000	3	300000	MedianCity_Yulin	LocalName_YuLin	CM_Yulin	UI_GK_Jiangling.img	Border_Yulin		0	TiaoMu_Yulin	100	sw_Area_Yulin	9|9|9|9	9|9|9|9	1|2|3|4	2	14448	6102|0|1	T_UI_Puanluan.img	攻破敌方政厅	守住政厅	谷永	太守	    汉元鼎六年（公元前111）置。采蚌取珠、猎翠取羽、纺织斑布，美丽的郁林郡。董永卖身葬父的故事就发生在这里！	1014	交州	水域
20004	合浦	20001	20003	20005	20006	1	2	30160	1800	40	"0,1"	2	1620	合浦郡	5	51000	5	100000	MedianCity_Hepu	LocalName_HePu	CM_Hepu	UI_GK_Wancheng.img	Border_Hepu		1	TiaoMu_Hepu	200	sw_Area_Hepu	9|9|9|9	9|9|9|9	1|2|3|4	3	19768	6103|0|1	T_UI_Puanluan.img	攻破敌方政厅	守住政厅	士壹	太守	    西汉元鼎六年（前111）置。东临南海北苍梧，西接九真南朱崖。合浦郡位于交州中央，真可谓是“得合浦者得交州”！	1014	交州	城郭
20005	朱崖	20004				1	2	30161	1800	40	"0,1"	2	1620	朱崖郡	5	51000	8	100	MedianCity_Zhuya	LocalName_ZhuYa	CM_Zhuya	UI_GK_Lujiang.img	Border_Zhuya		0	TiaoMu_Zhuya	100	sw_Area_Zhuya	9|9|9|9	9|9|9|9	1|2|3|4	2	14448	6102|0|1	T_UI_Puanluan.img	攻破敌方政厅	守住政厅	士赐	太守	    汉元鼎六年（公元前111）置。因崖边出真珠得名。	1014	交州	水域
20006	交趾	20004	20007			1	2	30162	1800	40	"0,1"	2	1620	交趾郡	5	51000	8	100	MedianCity_Jiaozhi	LocalName_JiaoZhi	CM_Jiaozhi	UI_GK_Chaisang.img	Border_Jiaozhi		0	TiaoMu_Jiaozhi	100	sw_Area_Jiaozhi	9|9|9|9	9|9|9|9	1|2|3|4	2	14448	6102|0|1	T_UI_Puanluan.img	攻破敌方政厅	守住政厅	士燮	太守	    公元前112年，西汉灭南越国，于南越国故地设置了十个郡，其中就有交趾郡！听说那里的人，脚趾分的很大，并着脚站着，大脚趾会相交，于是得名交趾。	1014	交州	水域
20007	九真	20006	20008			1	2	30163	1800	40	"0,1"	2	1620	九真郡	5	51000	8	100	MedianCity_Jiuzhen	LocalName_JiuZhen	CM_Jiuzhen	UI_GK_Shangyong.img	Border_Jiuzhen		0	TiaoMu_Jiuzhen	100	sw_Area_Jiuzhen	9|9|9|9	9|9|9|9	1|2|3|4	2	14448	6102|0|1	T_UI_Puanluan.img	攻破敌方政厅	守住政厅	士徽	太守	    西汉置，故治胥浦。辖境相当于今越南清化、河静两省及义东省东部地区。	1014	交州	城郭
20008	日南	20007				1	2	30164	1800	40	"0,1"	2	1620	日南郡	5	51000	8	100	MedianCity_Rinan	LocalName_RiNan	CM_Rinan	UI_GK_Zitong.img	Border_Rinan		0	TiaoMu_Rinan	100	sw_Area_Rinan	9|9|9|9	9|9|9|9	1|2|3|4	2	14448	6102|0|1	T_UI_Puanluan.img	攻破敌方政厅	守住政厅	虞国	太守	    西汉元鼎六年（前111）置。日南八尺表，影迁南八寸。日南郡在北回归线以南，深居热带，每年有近两个月的时间太阳从背面照射，因此才会叫日南，太阳南面的地方。	1014	交州	水域
20009	将星台	16004	16002	16003		1	2	30166	1800	40	"0,1"	2	1620		5	30000			MedianCity_Jiangxingtai	LocalName_JiangXingTai	CM_Jiangxingtai	UI_GK_Changan.img	Border_Jiangxingtai		0	TiaoMu_Jiangxingtai	20000	sw_Area_Jiangxingtai	15|15|15|15	15|15|15|15	1|2|3|4	2	14448	6102|0|1	T_UI_Puanluan.img	攻破皇城四个辟邪	守住皇城辟邪			将星台		1008	荆州北
