id	人物名称	内容对白	脚本对白	图片名称	talkid	对话类型
200086	吕布	众将听令！摆好阵势，御敌！		UI_Juqing_T_Lvbu.img	200086	1
200087	吕布	全军突击~终焉乱舞！		UI_Juqing_T_Lvbu.img	200087	1
200088	吕布	休整片刻，且待我杀出一条血路！		UI_Juqing_T_Lvbu.img	200088	1
200091	李傕	我乃关中第一猛将！谁敢前来送死？		UI_Juqing_T_Lijue.img	200091	1
200092	华雄	胡说，我才是关中第一猛将！！		UI_Juqing_T_Huaxiong.img	200091	1
200093	董卓	老子才是关中第一猛将！！		UI_Juqing_T_Dongzhuo.img	200091	1
200094	董卓	将军才是真正的关中第一猛将！		UI_Juqing_T_Dongzhuo.img	200094	1
200101	郭嘉	我料到了你们会来！		UI_Juqing_T_Guojia.img	200101	1
200102	周瑜	哼，本都督早就料到了郭嘉料到了你们会来！		UI_Juqing_T_Zhouyu.img	200101	1
200103	诸葛亮	呵呵，吾早已料到公瑾料到了奉孝料到了你们会来……		UI_Juqing_T_Zhugeliang.img	200101	1
200104	诸葛亮	我早已料到将军会赢…		UI_Juqing_T_Zhugeliang.img	200104	1
200111	孙坚	我若藏匿玉玺，必万箭穿心而死！		UI_Juqing_T_Sunjian.img	200111	1
200112	刘备	我乃中山靖王之后，汉室宗亲！		UI_Juqing_T_Liubei.img	200111	1
200113	曹操	这天下若没有孤，不知会有几人称王？		UI_Juqing_T_Caocao.img	200111	1
200114	曹操	好吧，维护世界和平就靠你了！！！		UI_Juqing_T_Caocao.img	200114	1
300001		资源车出现！保护自身势力资源车！			300001	0
300002		世界战场李傕、郭汜、华雄出现！			300002	0
300003		世界战场中央区域董卓出现！			300003	0
300004		世界战场守卫出现！			300004	0
300005		吴国资源车到达目的地！			300005	0
300006		魏国资源车到达目的地！			300006	0
300007		蜀国资源车到达目的地！			300007	0
300008		吴国资源车被击破！			300008	0
300009		魏国资源车被击破！			300009	0
300010		蜀国资源车被击破！			300010	0
300011		世界战场董卓被击杀！			300011	0
300012		世界战场李傕被击杀！			300012	0
300013		世界战场郭汜被击杀！			300013	0
300014		世界战场华雄被击杀！			300014	0
300015		世界战场各地出现宝箱！			300015	0
300016		资源已经装车完毕，准备运往目标点，请将士们前往护送！			300016	0
300017		李傕、郭汜、华雄已经携带大量奖励出现，请将士们前往挑战吧！			300017	0
300018		大量蛮夷士兵已经出现，请将士们速速击败他们吧！			300018	0
300019		大量神秘道具已经出现，请将士们前往探查吧！			300019	0
300050		世界战场波才出现！			300050	0
300051		世界战场张曼成出现！			300051	0
300052		世界战场何仪出现！			300052	0
300053		世界战场张角出现！			300053	0
300054		世界战场张宝出现！			300054	0
300055		世界战场张梁出现！			300055	0
300056		世界战场张牛角出现！			300056	0
300057		世界战场张燕出现！			300057	0
300058		世界战场眭固出现！			300058	0
300059		世界战场于毒出现！			300059	0
300060		世界战场孟获出现！			300060	0
300061		世界战场木鹿大王出现！			300061	0
300062		世界战场金环三结出现！			300062	0
300063		世界战场兀突骨出现！			300063	0
300064		世界战场带来洞主出现！			300064	0
300065		世界战场韩遂出现！			300065	0
300066		世界战场边章出现！			300066	0
300067		世界战场北宫伯玉出现！			300067	0
300070		世界战场波才被击败！			300070	0
300071		世界战场张曼成被击败！			300071	0
300072		世界战场何仪被击败！			300072	0
300073		世界战场张角被击败！			300073	0
300074		世界战场张宝被击败！			300074	0
300075		世界战场张梁被击败！			300075	0
300076		世界战场张牛角被击败！			300076	0
300077		世界战场张燕被击败！			300077	0
300078		世界战场眭固被击败！			300078	0
300079		世界战场于毒被击败！			300079	0
300080		世界战场孟获被击败！			300080	0
300081		世界战场木鹿大王被击败！			300081	0
300082		世界战场金环三结被击败！			300082	0
300083		世界战场兀突骨被击败！			300083	0
300084		世界战场带来洞主被击败！			300084	0
300085		世界战场韩遂被击败！			300085	0
300086		世界战场边章被击败！			300086	0
300087		世界战场北宫伯玉被击败！			300087	0
601006	城中太守	将军沐森虚中以求治，实赖股肱之任臣；拜手以陈谟，必恃学力之精。特授尔三军大元帅，现保卫国家不容有失。		UI_Juqing_T_Sunjian.img	601006	1
601007	城中太守	将军果真威武神勇！如此一统天下指日可待！		UI_Juqing_T_Sunjian.img	601009	1
601008	城中太守	第一波敌军来袭，30秒内到达城下！		UI_Juqing_T_Sunjian.img	601010	1
601009	敌军先锋	弟兄们一起上啊！城里的粮食美女统统都是我们滴！		UI_Juqing_T_Shanzei.img	601010	1
601010	城中太守	第二波敌军来袭，30秒内到达城下！		UI_Juqing_T_Sunjian.img	601011	1
601011	城中太守	第三波敌军来袭，30秒内到达城下！		UI_Juqing_T_Sunjian.img	601012	1
601012	城中太守	第四波敌军来袭，30秒内到达城下！		UI_Juqing_T_Sunjian.img	601013	1
601013	城中太守	第五波敌军来袭，30秒内到达城下！		UI_Juqing_T_Sunjian.img	601014	1
601014	敌军将领	本将军在此！速速投降否则格杀勿论！		UI_Juqing_T_Weiyan.img	601014	1
601015	城中太守	第六波敌军来袭，30秒内到达城下！		UI_Juqing_T_Sunjian.img	601015	1
601016	城中太守	第七波敌军来袭，30秒内到达城下！		UI_Juqing_T_Sunjian.img	601016	1
601017	城中太守	第八波敌军来袭，30秒内到达城下！		UI_Juqing_T_Sunjian.img	601017	1
601018	城中太守	第九波敌军来袭，30秒内到达城下！		UI_Juqing_T_Sunjian.img	601018	1
601019	城中太守	第十波敌军来袭，30秒内到达城下！		UI_Juqing_T_Sunjian.img	601019	1
601020	敌军将领	本将军在此！速速投降否则格杀勿论！		UI_Juqing_T_Weiyan.img	601019	1
601021	城中太守	第十一波敌军来袭，30秒内到达城下！		UI_Juqing_T_Sunjian.img	601020	1
601022	城中太守	第十二波敌军来袭，30秒内到达城下！		UI_Juqing_T_Sunjian.img	601021	1
601023	城中太守	第十三波敌军来袭，30秒内到达城下！		UI_Juqing_T_Sunjian.img	601022	1
601024	城中太守	第十四波敌军来袭，30秒内到达城下！		UI_Juqing_T_Sunjian.img	601023	1
601025	城中太守	最后一波敌军来袭，30秒内到达城下！		UI_Juqing_T_Sunjian.img	601024	1
601026	敌军首领	一定要本王亲自出马吗！给我全力攻击！		UI_Juqing_T_Weiyan.img	601024	1
601027	城中太守	少年！政厅被攻击了，在想什么呢！！		UI_Juqing_T_Sunjian.img	601025	1
601028	城中太守	今日敌方倾巢出动，还望将军能守住城池，他日必有重谢！		UI_Juqing_T_Sunjian.img	606001	1
601029	城中太守	政厅已破，罢了罢了…来日方长，全军撤退……		UI_Juqing_T_Sunjian.img	601000	1
606001	城中太守	第1波敌军来袭，5秒内到达城下！		UI_Juqing_T_Sunjian.img	606001	1
606002	城中太守	第%s波敌军来袭，5秒内到达城下！		UI_Juqing_T_Sunjian.img	606002	1
606101	城中太守	勇士们！每过一段时间，刷新一波宝箱怪，总共刷十波，击杀后掉落大量宝箱！		UI_Juqing_T_Sunjian.img	606101	1
606102	城中太守	宝箱怪距离刷新时间还有20秒！		UI_Juqing_T_Sunjian.img	606102	1
606103	城中太守	宝箱怪刷新！		UI_Juqing_T_Sunjian.img	606103	1
7000	新手指导官	欢迎进入国战体验副本！通过小地图可快速了解战场战况！		UI_Juqing_T_Chuanlingbing.img	7000	0
7001		跟随箭头方向前进，击破政厅即可胜利！！			7008	1
7002	新手指导官	杀死敌军可得功勋，损失士兵可得经验！		UI_Juqing_T_Chuanlingbing.img	7001	1
7003	新手指导官	箭塔是多重攻击，步兵充当肉盾、其他部队远程攻击，减少损失！		UI_Juqing_T_Chuanlingbing.img	7002	1
7004	新手指导官	攻城器械可造成多倍伤害，击破政厅即可获得胜利！		UI_Juqing_T_Chuanlingbing.img	7003	1
7005	新手指导官	遭遇守军，攻击！		UI_Juqing_T_Chuanlingbing.img	7004	1
7006	新手指导官	前进！		UI_Juqing_T_Chuanlingbing.img	7005	1
7007	新手指导官	进城攻破政厅吧！		UI_Juqing_T_Chuanlingbing.img	7006	1
7008	新手指导官	国战体验模拟教学结束！		UI_Juqing_T_Chuanlingbing.img	7007	1
7009	新手指导官	损失士兵获得80点经验，杀死敌军获得20点功勋！		UI_Juqing_T_Chuanlingbing.img	7009	1
7010	梁程	先过我这一关看看。		UI_Juqing_T_Weiyan.img	7010	1
7011	梁程	将军定能有一番大作为！		UI_Juqing_T_Weiyan.img	7011	0
7011		继续前进，击破政厅即可胜利！			7011	
