将卡	神器Abstractid	组合名称	描述	备注	攻速	CD缩减	移动速度	护甲值	法术抗性	格挡几率	攻击力	生命值	暴击率	闪避率	攻城攻击力	攻击距离	命中率	穿透	法术穿透	潜行	反潜行	视野	无视闪避	反弹物伤	反弹法伤	物理吸血	法术吸血	暴击剑	溅射	物伤加深	法伤加深	abstractid	物伤加成	法伤加成	回复效果
|10144|10145|10146|10147|10148|10149|	|50032|	倚天剑	攻击+16.5%/n释放技能时，提高自身飞刀兵藤甲兵象兵30%血量和攻击，持续5秒	带来洞主							165																					23145			
|8154|8155|8156|8157|8158|8159|	|50033|	倚天剑	基础闪避+17%/n自身血量低于50%时，普通攻击有25%的概率提升自身50%攻速和15%物理吸血，持续5秒	许褚										170																		23255			
|8284|8285|8286|8287|8288|8289|	|50033|	倚天剑	攻击+17%/n在变小和缴械状态下，若被攻击则提升自身30%生命上限，持续6秒	郭嘉							170																					23275			
|8564|8565|8566|8567|8568|8569|	|50033|	倚天剑	生命+17%/n受到攻击时，有3.5%概率提高自身30%生命上限，持续10秒	魏延								170																				23355			
|9724|9725|9726|9727|9728|9729|	|50033|	倚天剑	CD缩减+17%/n释放技能时，若自身有甘宁增益效果，则提高50%攻击，持续5秒	沈莹		170																										23045			
|10144|10145|10146|10147|10148|10149|	|50033|	倚天剑	攻击+17%/n释放技能时，提高自身飞刀兵藤甲兵象兵30%血量和攻击，持续5秒	带来洞主							170																					23145			
|8154|8155|8156|8157|8158|8159|	|50034|	倚天剑	基础闪避+17.5%/n自身血量低于50%时，普通攻击有25%的概率提升自身50%攻速和15%物理吸血，持续5秒	许褚										175																		23255			
|8284|8285|8286|8287|8288|8289|	|50034|	倚天剑	攻击+17.5%/n在变小和缴械状态下，若被攻击则提升自身30%生命上限，持续6秒	郭嘉							175																					23275			
|8564|8565|8566|8567|8568|8569|	|50034|	倚天剑	生命+17.5%/n受到攻击时，有3.5%概率提高自身30%生命上限，持续10秒	魏延								175																				23355			
|9724|9725|9726|9727|9728|9729|	|50034|	倚天剑	CD缩减+17.5%/n释放技能时，若自身有甘宁增益效果，则提高50%攻击，持续5秒	沈莹		175																										23045			
|10144|10145|10146|10147|10148|10149|	|50034|	倚天剑	攻击+17.5%/n释放技能时，提高自身飞刀兵藤甲兵象兵30%血量和攻击，持续5秒	带来洞主							175																					23145			
|8154|8155|8156|8157|8158|8159|	|50035|	倚天剑	基础闪避+18%/n自身血量低于54%时，普通攻击有30%的概率提升自身50%攻速和17%物理吸血，持续5秒	许褚										180																		23256			
|8284|8285|8286|8287|8288|8289|	|50035|	倚天剑	攻击+18%/n在变小和缴械状态下，若被攻击则提升自身35%生命上限，持续6秒	郭嘉							180																					23276			
|8564|8565|8566|8567|8568|8569|	|50035|	倚天剑	生命+18%/n受到攻击时，有4%概率提高自身35%生命上限，持续10秒	魏延								180																				23356			
|9724|9725|9726|9727|9728|9729|	|50035|	倚天剑	CD缩减+18%/n释放技能时，若自身有甘宁增益效果，则提高60%攻击，持续5秒	沈莹		180																										23046			
|10144|10145|10146|10147|10148|10149|	|50035|	倚天剑	攻击+18%/n释放技能时，提高自身飞刀兵藤甲兵象兵35%血量和攻击，持续5秒	带来洞主							180																					23146			
|8154|8155|8156|8157|8158|8159|	|50036|	倚天剑	基础闪避+18.5%/n自身血量低于54%时，普通攻击有30%的概率提升自身50%攻速和17%物理吸血，持续5秒	许褚										185																		23256			
|8284|8285|8286|8287|8288|8289|	|50036|	倚天剑	攻击+18.5%/n在变小和缴械状态下，若被攻击则提升自身35%生命上限，持续6秒	郭嘉							185																					23276			
|8564|8565|8566|8567|8568|8569|	|50036|	倚天剑	生命+18.5%/n受到攻击时，有4%概率提高自身35%生命上限，持续10秒	魏延								185																				23356			
|9724|9725|9726|9727|9728|9729|	|50036|	倚天剑	CD缩减+18.5%/n释放技能时，若自身有甘宁增益效果，则提高60%攻击，持续5秒	沈莹		185																										23046			
|10144|10145|10146|10147|10148|10149|	|50036|	倚天剑	攻击+18.5%/n释放技能时，提高自身飞刀兵藤甲兵象兵35%血量和攻击，持续5秒	带来洞主							185																					23146			
|8154|8155|8156|8157|8158|8159|	|50037|	倚天剑	基础闪避+19%/n自身血量低于54%时，普通攻击有30%的概率提升自身50%攻速和17%物理吸血，持续5秒	许褚										190																		23256			
|8284|8285|8286|8287|8288|8289|	|50037|	倚天剑	攻击+19%/n在变小和缴械状态下，若被攻击则提升自身35%生命上限，持续6秒	郭嘉							190																					23276			
|8564|8565|8566|8567|8568|8569|	|50037|	倚天剑	生命+19%/n受到攻击时，有4%概率提高自身35%生命上限，持续10秒	魏延								190																				23356			
|9724|9725|9726|9727|9728|9729|	|50037|	倚天剑	CD缩减+19%/n释放技能时，若自身有甘宁增益效果，则提高60%攻击，持续5秒	沈莹		190																										23046			
|10144|10145|10146|10147|10148|10149|	|50037|	倚天剑	攻击+19%/n释放技能时，提高自身飞刀兵藤甲兵象兵35%血量和攻击，持续5秒	带来洞主							190																					23146			
|8154|8155|8156|8157|8158|8159|	|50038|	倚天剑	基础闪避+20%/n自身血量低于54%时，普通攻击有30%的概率提升自身50%攻速和17%物理吸血，持续5秒	许褚										200																		23256			
|8284|8285|8286|8287|8288|8289|	|50038|	倚天剑	攻击+20%/n在变小和缴械状态下，若被攻击则提升自身35%生命上限，持续6秒	郭嘉							200																					23276			
|8564|8565|8566|8567|8568|8569|	|50038|	倚天剑	生命+20%/n受到攻击时，有4%概率提高自身35%生命上限，持续10秒	魏延								200																				23356			
|9724|9725|9726|9727|9728|9729|	|50038|	倚天剑	CD缩减+20%/n释放技能时，若自身有甘宁增益效果，则提高60%攻击，持续5秒	沈莹		200																										23046			
|10144|10145|10146|10147|10148|10149|	|50038|	倚天剑	攻击+20%/n释放技能时，提高自身飞刀兵藤甲兵象兵35%血量和攻击，持续5秒	带来洞主							200																					23146			
|8154|8155|8156|8157|8158|8159|	|50039|	倚天剑	基础闪避+25%/n自身血量低于60%时，普通攻击有35%的概率提升自身50%攻速和21%物理吸血，持续5秒	许褚										250																		23257			
|8284|8285|8286|8287|8288|8289|	|50039|	倚天剑	攻击+25%/n在变小和缴械状态下，若被攻击则提升自身40%生命上限，持续6秒	郭嘉							250																					23277			
|8564|8565|8566|8567|8568|8569|	|50039|	倚天剑	生命+25%/n受到攻击时，有4.5%概率提高自身40%生命上限，持续10秒	魏延								250																				23357			
|9724|9725|9726|9727|9728|9729|	|50039|	倚天剑	CD缩减+25%/n释放技能时，若自身有甘宁增益效果，则提高70%攻击，持续5秒	沈莹		250																										23047			
|10144|10145|10146|10147|10148|10149|	|50039|	倚天剑	攻击+25%/n释放技能时，提高自身飞刀兵藤甲兵象兵40%血量和攻击，持续5秒	带来洞主							250																					23147			
|8014|8015|8016|8017|8018|8019|	|50100|	青釭剑	基础格挡+2%	曹仁						20																									
|8144|8145|8146|8147|8148|8149|	|50100|	青釭剑	生命+0.5%	典韦								5																							
|8534|8535|8536|8537|8538|8539|	|50100|	青釭剑	攻击+0.5%	赵云							5																								
|8784|8785|8786|8787|8788|8789|	|50100|	青釭剑	攻击+0.5%	法正							5																								
|9624|9625|9626|9627|9628|9629|	|50100|	青釭剑	攻击+0.5%	周泰							5																								
|10034|10035|10036|10037|10038|10039|	|50100|	青釭剑	生命+0.5%	董卓								5																							
|8014|8015|8016|8017|8018|8019|	|50101|	青釭剑	基础格挡+4%	曹仁						40																									
|8144|8145|8146|8147|8148|8149|	|50101|	青釭剑	生命+1%	典韦								10																							
|8534|8535|8536|8537|8538|8539|	|50101|	青釭剑	攻击+1%	赵云							10																								
|8784|8785|8786|8787|8788|8789|	|50101|	青釭剑	攻击+1%	法正							10																								
|9624|9625|9626|9627|9628|9629|	|50101|	青釭剑	攻击+1%	周泰							10																								
|10034|10035|10036|10037|10038|10039|	|50101|	青釭剑	生命+1%	董卓								10																							
|8014|8015|8016|8017|8018|8019|	|50102|	青釭剑	基础格挡+6%	曹仁						60																									
|8144|8145|8146|8147|8148|8149|	|50102|	青釭剑	生命+1.5%	典韦								15																							
|8534|8535|8536|8537|8538|8539|	|50102|	青釭剑	攻击+1.5%	赵云							15																								
|8784|8785|8786|8787|8788|8789|	|50102|	青釭剑	攻击+1.5%	法正							15																								
|9624|9625|9626|9627|9628|9629|	|50102|	青釭剑	攻击+1.5%	周泰							15																								
|10034|10035|10036|10037|10038|10039|	|50102|	青釭剑	生命+1.5%	董卓								15																							
|8014|8015|8016|8017|8018|8019|	|50103|	青釭剑	基础格挡+8%	曹仁						80																									
|8144|8145|8146|8147|8148|8149|	|50103|	青釭剑	生命+2%	典韦								20																							
|8534|8535|8536|8537|8538|8539|	|50103|	青釭剑	攻击+2%	赵云							20																								
|8784|8785|8786|8787|8788|8789|	|50103|	青釭剑	攻击+2%	法正							20																								
|9624|9625|9626|9627|9628|9629|	|50103|	青釭剑	攻击+2%	周泰							20																								
|10034|10035|10036|10037|10038|10039|	|50103|	青釭剑	生命+2%	董卓								20																							
|8014|8015|8016|8017|8018|8019|	|50104|	青釭剑	基础格挡+10%	曹仁						100																									
|8144|8145|8146|8147|8148|8149|	|50104|	青釭剑	生命+2.5%	典韦								25																							
|8534|8535|8536|8537|8538|8539|	|50104|	青釭剑	攻击+2.5%	赵云							25																								
|8784|8785|8786|8787|8788|8789|	|50104|	青釭剑	攻击+2.5%	法正							25																								
|9624|9625|9626|9627|9628|9629|	|50104|	青釭剑	攻击+2.5%	周泰							25																								
|10034|10035|10036|10037|10038|10039|	|50104|	青釭剑	生命+2.5%	董卓								25																							
|8014|8015|8016|8017|8018|8019|	|50105|	青釭剑	基础格挡+15%/n使用技能后提升周围4米范围内己方部队5%生命上限，持续5秒	曹仁						150																						23200			
|8144|8145|8146|8147|8148|8149|	|50105|	青釭剑	生命+3%/n自身血量低于30%时，若10米范围内敌方人数超出10人时，普通攻击提高自身30%攻击10%物理吸血，持续5秒	典韦								30																				23410			
|8534|8535|8536|8537|8538|8539|	|50105|	青釭剑	攻击+3%/n处于缴械或定身状态时，释放技能清除自身所有不利效果，且提高自身20%攻击，持续5秒	赵云							30																					23320			
|8784|8785|8786|8787|8788|8789|	|50105|	青釭剑	攻击+3%/n击杀单位则获得5点士气，且清除自身技能冷却时间	法正							30																					23390			
|9624|9625|9626|9627|9628|9629|	|50105|	青釭剑	攻击+3%/n自身血量低于30%，获得100%普通攻击加成，持续5秒，该效果15秒内只能触发一次	周泰							30																					23020			
|10034|10035|10036|10037|10038|10039|	|50105|	青釭剑	生命+3%/n普通攻击有5%概率降低敌方10%生命上限，持续5秒	董卓								30																				23100			
|8014|8015|8016|8017|8018|8019|	|50106|	青釭剑	基础格挡+17%/n使用技能后提升周围4米范围内己方部队5%生命上限，持续5秒	曹仁						170																						23200			
|8144|8145|8146|8147|8148|8149|	|50106|	青釭剑	生命+3.5%/n自身血量低于30%时，若10米范围内敌方人数超出10人时，普通攻击提高自身30%攻击10%物理吸血，持续5秒	典韦								35																				23410			
|8534|8535|8536|8537|8538|8539|	|50106|	青釭剑	攻击+3.5%/n处于缴械或定身状态时，释放技能清除自身所有不利效果，且提高自身20%攻击，持续5秒	赵云							35																					23320			
|8784|8785|8786|8787|8788|8789|	|50106|	青釭剑	攻击+3.5%/n击杀单位则获得5点士气，且清除自身技能冷却时间	法正							35																					23390			
|9624|9625|9626|9627|9628|9629|	|50106|	青釭剑	攻击+3.5%/n自身血量低于30%，获得100%普通攻击加成，持续5秒，该效果15秒内只能触发一次	周泰							35																					23020			
|10034|10035|10036|10037|10038|10039|	|50106|	青釭剑	生命+3.5%/n普通攻击有5%概率降低敌方10%生命上限，持续5秒	董卓								35																				23100			
|8014|8015|8016|8017|8018|8019|	|50107|	青釭剑	基础格挡+19%/n使用技能后提升周围4米范围内己方部队5%生命上限，持续5秒	曹仁						190																						23200			
|8144|8145|8146|8147|8148|8149|	|50107|	青釭剑	生命+4%/n自身血量低于30%时，若10米范围内敌方人数超出10人时，普通攻击提高自身30%攻击10%物理吸血，持续5秒	典韦								40																				23410			
|8534|8535|8536|8537|8538|8539|	|50107|	青釭剑	攻击+4%/n处于缴械或定身状态时，释放技能清除自身所有不利效果，且提高自身20%攻击，持续5秒	赵云							40																					23320			
|8784|8785|8786|8787|8788|8789|	|50107|	青釭剑	攻击+4%/n击杀单位则获得5点士气，且清除自身技能冷却时间	法正							40																					23390			
|9624|9625|9626|9627|9628|9629|	|50107|	青釭剑	攻击+4%/n自身血量低于30%，获得100%普通攻击加成，持续5秒，该效果15秒内只能触发一次	周泰							40																					23020			
|10034|10035|10036|10037|10038|10039|	|50107|	青釭剑	生命+4%/n普通攻击有5%概率降低敌方10%生命上限，持续5秒	董卓								40																				23100			
|8014|8015|8016|8017|8018|8019|	|50108|	青釭剑	基础格挡+21%/n使用技能后提升周围4米范围内己方部队5%生命上限，持续5秒	曹仁						210																						23200			
|8144|8145|8146|8147|8148|8149|	|50108|	青釭剑	生命+4.5%/n自身血量低于30%时，若10米范围内敌方人数超出10人时，普通攻击提高自身30%攻击10%物理吸血，持续5秒	典韦								45																				23410			
|8534|8535|8536|8537|8538|8539|	|50108|	青釭剑	攻击+4.5%/n处于缴械或定身状态时，释放技能清除自身所有不利效果，且提高自身20%攻击，持续5秒	赵云							45																					23320			
