BufID	BufferIcon	Buffer描述	BufferTime	Buf类型	备注	abstractid
23120|3	UI_Buff_CDSuoJian.img	CD缩减30%	15	4	沮授神器3	
23120|4	UI_Buff_CDSuoJian.img	CD缩减30%	15	4	沮授神器4	
23120|5	UI_Buff_CDSuoJian.img	CD缩减30%	15	4	沮授神器5	
23120|6	UI_Buff_CDSuoJian.img	CD缩减30%	15	4	沮授神器6	
23120|7	UI_Buff_CDSuoJian.img	CD缩减30%	15	4	沮授神器7	
23130|0	UI_Buff_ZengJiaHuJia.img	护甲提高5%	5	4	孟获神器0	
23130|1	UI_Buff_ZengJiaHuJia.img	护甲提高10%	5	4	孟获神器1	
23130|2	UI_Buff_ZengJiaHuJia.img	护甲提高15%	5	4	孟获神器2	
23130|3	UI_Buff_ZengJiaHuJia.img	护甲提高20%	5	4	孟获神器3	
23130|4	UI_Buff_ZengJiaHuJia.img	护甲提高25%	5	4	孟获神器4	
23130|5	UI_Buff_ZengJiaHuJia.img	护甲提高30%	5	4	孟获神器5	
23130|6	UI_Buff_ZengJiaHuJia.img	护甲提高35%	5	4	孟获神器6	
23130|7	UI_Buff_ZengJiaHuJia.img	护甲提高40%	5	4	孟获神器7	
23140|0	UI_Buff_ZengJiaGongJiLi.img	提高5%血量上限和攻击力	6	4	洞主神器0	
23140|1	UI_Buff_ZengJiaGongJiLi.img	提高10%血量上限和攻击力	6	4	洞主神器1	
23140|2	UI_Buff_ZengJiaGongJiLi.img	提高15%血量上限和攻击力	6	4	洞主神器2	
23140|3	UI_Buff_ZengJiaGongJiLi.img	提高20%血量上限和攻击力	6	4	洞主神器3	
23140|4	UI_Buff_ZengJiaGongJiLi.img	提高25%血量上限和攻击力	6	4	洞主神器4	
23140|5	UI_Buff_ZengJiaGongJiLi.img	提高30%血量上限和攻击力	6	4	洞主神器5	
23140|6	UI_Buff_ZengJiaGongJiLi.img	提高35%血量上限和攻击力	6	4	洞主神器6	
23140|7	UI_Buff_ZengJiaGongJiLi.img	提高40%血量上限和攻击力	6	4	洞主神器7	
1120|0	UI_Buff_ZengJiaGongSu.img	增加20%攻速	5	4	田丰神器0	
1121|0	UI_Buff_ZengJiaGongSu.img	增加30%攻速	5	4	田丰神器1	
1122|0	UI_Buff_ZengJiaGongSu.img	增加40%攻速	5	4	田丰神器2	
1123|0	UI_Buff_ZengJiaGongSu.img	增加50%攻速	5	4	田丰神器3	
1124|0	UI_Buff_ZengJiaGongSu.img	增加60%攻速	5	4	田丰神器4	
1125|0	UI_Buff_ZengJiaGongSu.img	增加70%攻速	5	4	田丰神器5	
1126|0	UI_Buff_ZengJiaGongSu.img	增加80%攻速	5	4	田丰神器6	
1127|0	UI_Buff_ZengJiaGongSu.img	增加90%攻速	5	4	田丰神器7	
23170|0	UI_Buff_HuiFuShengMing.img	增加20%生命上限	10	4	审配神器0	
23170|1	UI_Buff_HuiFuShengMing.img	增加20%生命上限	10	4	审配神器1	
23170|2	UI_Buff_HuiFuShengMing.img	增加20%生命上限	10	4	审配神器2	
23170|3	UI_Buff_HuiFuShengMing.img	增加20%生命上限	10	4	审配神器3	
23170|4	UI_Buff_HuiFuShengMing.img	增加20%生命上限	10	4	审配神器4	
23170|5	UI_Buff_HuiFuShengMing.img	增加20%生命上限	10	4	审配神器5	
23170|6	UI_Buff_HuiFuShengMing.img	增加20%生命上限	10	4	审配神器6	
23170|7	UI_Buff_HuiFuShengMing.img	增加20%生命上限	10	4	审配神器7	
23180|0	UI_Buff_ZengJiaGongJiLi.img	提升30%攻击力	10	4	左慈神器0	
23180|1	UI_Buff_ZengJiaGongJiLi.img	提升30%攻击力	10	4	左慈神器1	
23180|2	UI_Buff_ZengJiaGongJiLi.img	提升30%攻击力	10	4	左慈神器2	
23180|3	UI_Buff_ZengJiaGongJiLi.img	提升30%攻击力	10	4	左慈神器3	
23180|4	UI_Buff_ZengJiaGongJiLi.img	提升30%攻击力	10	4	左慈神器4	
23180|5	UI_Buff_ZengJiaGongJiLi.img	提升30%攻击力	10	4	左慈神器5	
23180|6	UI_Buff_ZengJiaGongJiLi.img	提升30%攻击力	10	4	左慈神器6	
23180|7	UI_Buff_ZengJiaGongJiLi.img	提升30%攻击力	10	4	左慈神器7	
1130|0	UI_Buff_HuiFuShengMing.img	提高5%生命上限	5	4	曹仁神器0	
1131|0	UI_Buff_HuiFuShengMing.img	提高10%生命上限	5	4	曹仁神器1	
1132|0	UI_Buff_HuiFuShengMing.img	提高15%生命上限	5	4	曹仁神器2	
1133|0	UI_Buff_HuiFuShengMing.img	提高20%生命上限	5	4	曹仁神器3	
1134|0	UI_Buff_HuiFuShengMing.img	提高25%生命上限	5	4	曹仁神器4	
1135|0	UI_Buff_HuiFuShengMing.img	提高30%生命上限	5	4	曹仁神器5	
1136|0	UI_Buff_HuiFuShengMing.img	提高35%生命上限	5	4	曹仁神器6	
1137|0	UI_Buff_HuiFuShengMing.img	提高40%生命上限	5	4	曹仁神器7	
23220|0	UI_Buff_ZengJiaGongSu.img	增加30%攻速	10	4	夏侯渊神器0	
23220|1	UI_Buff_ZengJiaGongSu.img	增加35%攻速	10	4	夏侯渊神器1	
23220|2	UI_Buff_ZengJiaGongSu.img	增加40%攻速	10	4	夏侯渊神器2	
23220|3	UI_Buff_ZengJiaGongSu.img	增加45%攻速	10	4	夏侯渊神器3	
23220|4	UI_Buff_ZengJiaGongSu.img	增加50%攻速	10	4	夏侯渊神器4	
23220|5	UI_Buff_ZengJiaGongSu.img	增加55%攻速	10	4	夏侯渊神器5	
23220|6	UI_Buff_ZengJiaGongSu.img	增加60%攻速	10	4	夏侯渊神器6	
23220|7	UI_Buff_ZengJiaGongSu.img	增加65%攻速	10	4	夏侯渊神器7	
23230|0	UI_Buff_ZengJiaGongJiLi.img	提高5%血量上限和攻击力	5	4	张辽神器0	
23230|1	UI_Buff_ZengJiaGongJiLi.img	提高10%血量上限和攻击力	5	4	张辽神器1	
23230|2	UI_Buff_ZengJiaGongJiLi.img	提高15%血量上限和攻击力	5	4	张辽神器2	
23230|3	UI_Buff_ZengJiaGongJiLi.img	提高20%血量上限和攻击力	5	4	张辽神器3	
23230|4	UI_Buff_ZengJiaGongJiLi.img	提高25%血量上限和攻击力	5	4	张辽神器4	
23230|5	UI_Buff_ZengJiaGongJiLi.img	提高30%血量上限和攻击力	5	4	张辽神器5	
23230|6	UI_Buff_ZengJiaGongJiLi.img	提高35%血量上限和攻击力	5	4	张辽神器6	
23230|7	UI_Buff_ZengJiaGongJiLi.img	提高40%血量上限和攻击力	5	4	张辽神器7	
23250|0	UI_Buff_ZengJiaGongSu.img	提升50%攻速和5%物理吸血	5	4	许褚神器0	
23250|1	UI_Buff_ZengJiaGongSu.img	提升50%攻速和7%物理吸血	5	4	许褚神器1	
23250|2	UI_Buff_ZengJiaGongSu.img	提升50%攻速和9%物理吸血	5	4	许褚神器2	
23250|3	UI_Buff_ZengJiaGongSu.img	提升50%攻速和11%物理吸血	5	4	许褚神器3	
23250|4	UI_Buff_ZengJiaGongSu.img	提升50%攻速和13%物理吸血	5	4	许褚神器4	
23250|5	UI_Buff_ZengJiaGongSu.img	提升50%攻速和15%物理吸血	5	4	许褚神器5	
23250|6	UI_Buff_ZengJiaGongSu.img	提升50%攻速和17%物理吸血	5	4	许褚神器6	
23250|7	UI_Buff_ZengJiaGongSu.img	提升50%攻速和21%物理吸血	5	4	许褚神器7	
23260|0	UI_Buff_CDSuoJian.img	CD缩减50%	30	4	荀彧神器0	
23260|1	UI_Buff_CDSuoJian.img	CD缩减50%	30	4	荀彧神器1	
23260|2	UI_Buff_CDSuoJian.img	CD缩减50%	30	4	荀彧神器2	
23260|3	UI_Buff_CDSuoJian.img	CD缩减50%	30	4	荀彧神器3	
23260|4	UI_Buff_CDSuoJian.img	CD缩减50%	30	4	荀彧神器4	
23260|5	UI_Buff_CDSuoJian.img	CD缩减50%	30	4	荀彧神器5	
23260|6	UI_Buff_CDSuoJian.img	CD缩减50%	30	4	荀彧神器6	
23260|7	UI_Buff_CDSuoJian.img	CD缩减50%	30	4	荀彧神器7	
23270|0	UI_Buff_HuiFuShengMing.img	提升5%生命上限	6	4	郭嘉神器0	
23270|1	UI_Buff_HuiFuShengMing.img	提升10%生命上限	6	4	郭嘉神器1	
23270|2	UI_Buff_HuiFuShengMing.img	提升15%生命上限	6	4	郭嘉神器2	
23270|3	UI_Buff_HuiFuShengMing.img	提升20%生命上限	6	4	郭嘉神器3	
23270|4	UI_Buff_HuiFuShengMing.img	提升25%生命上限	6	4	郭嘉神器4	
23270|5	UI_Buff_HuiFuShengMing.img	提升30%生命上限	6	4	郭嘉神器5	
23270|6	UI_Buff_HuiFuShengMing.img	提升35%生命上限	6	4	郭嘉神器6	
23270|7	UI_Buff_HuiFuShengMing.img	提升40%生命上限	6	4	郭嘉神器7	
23300|0	UI_Buff_ZengJiaGongJiLi.img	提高5%攻击力和攻速	5	4	关羽神器0	
23300|1	UI_Buff_ZengJiaGongJiLi.img	提高10%攻击力和攻速	5	4	关羽神器1	
23300|2	UI_Buff_ZengJiaGongJiLi.img	提高15%攻击力和攻速	5	4	关羽神器2	
23300|3	UI_Buff_ZengJiaGongJiLi.img	提高20%攻击力和攻速	5	4	关羽神器3	
23300|4	UI_Buff_ZengJiaGongJiLi.img	提高25%攻击力和攻速	5	4	关羽神器4	
23300|5	UI_Buff_ZengJiaGongJiLi.img	提高30%攻击力和攻速	5	4	关羽神器5	
23300|6	UI_Buff_ZengJiaGongJiLi.img	提高35%攻击力和攻速	5	4	关羽神器6	
23300|7	UI_Buff_ZengJiaGongJiLi.img	提高40%攻击力和攻速	5	4	关羽神器7	
23320|0	UI_Buff_ZengJiaGongJiLi.img	清除自身不利效果，提高20%攻击力	5	4	赵云神器0	
23320|1	UI_Buff_ZengJiaGongJiLi.img	清除自身不利效果，提高30%攻击力	6	4	赵云神器1	
23320|2	UI_Buff_ZengJiaGongJiLi.img	清除自身不利效果，提高40%攻击力	7	4	赵云神器2	
23320|3	UI_Buff_ZengJiaGongJiLi.img	清除自身不利效果，提高50%攻击力	8	4	赵云神器3	
23320|4	UI_Buff_ZengJiaGongJiLi.img	清除自身不利效果，提高60%攻击力	9	4	赵云神器4	
23320|5	UI_Buff_ZengJiaGongJiLi.img	清除自身不利效果，提高70%攻击力	10	4	赵云神器5	
23320|6	UI_Buff_ZengJiaGongJiLi.img	清除自身不利效果，提高80%攻击力	11	4	赵云神器6	
23320|7	UI_Buff_ZengJiaGongJiLi.img	清除自身不利效果，提高90%攻击力	12	4	赵云神器7	
1150|0	UI_Buff_HuiFuShengMing.img	提高10%血量和攻速	10	4	马超神器0	
1151|0	UI_Buff_HuiFuShengMing.img	提高15%血量和攻速	10	4	马超神器1	
1152|0	UI_Buff_HuiFuShengMing.img	提高20%血量和攻速	10	4	马超神器2	
1153|0	UI_Buff_HuiFuShengMing.img	提高25%血量和攻速	10	4	马超神器3	
1154|0	UI_Buff_HuiFuShengMing.img	提高30%血量和攻速	10	4	马超神器4	
1155|0	UI_Buff_HuiFuShengMing.img	提高35%血量和攻速	10	4	马超神器5	
1156|0	UI_Buff_HuiFuShengMing.img	提高40%血量和攻速	10	4	马超神器6	
1157|0	UI_Buff_HuiFuShengMing.img	提高45%血量和攻速	10	4	马超神器7	
23350|0	UI_Buff_HuiFuShengMing.img	提高5%生命上限	10	4	魏延神器0	
23350|1	UI_Buff_HuiFuShengMing.img	提高10%生命上限	10	4	魏延神器1	
23350|2	UI_Buff_HuiFuShengMing.img	提高15%生命上限	10	4	魏延神器2	
23350|3	UI_Buff_HuiFuShengMing.img	提高20%生命上限	10	4	魏延神器3	
23350|4	UI_Buff_HuiFuShengMing.img	提高25%生命上限	10	4	魏延神器4	
23350|5	UI_Buff_HuiFuShengMing.img	提高30%生命上限	10	4	魏延神器5	
23350|6	UI_Buff_HuiFuShengMing.img	提高35%生命上限	10	4	魏延神器6	
23350|7	UI_Buff_HuiFuShengMing.img	提高40%生命上限	10	4	魏延神器7	
10011|0	UI_Buff_ZengJiaGongJiLi.img	提高20%攻击和攻速	5	0	刘晔0	
10011|1	UI_Buff_ZengJiaGongJiLi.img	提高25%攻击和攻速	5	0	刘晔1	
10011|2	UI_Buff_ZengJiaGongJiLi.img	提高30%攻击和攻速	5	0	刘晔2	
10011|3	UI_Buff_ZengJiaGongJiLi.img	提高35%攻击和攻速	5	0	刘晔3	
10011|4	UI_Buff_ZengJiaGongJiLi.img	提高40%攻击和攻速	5	0	刘晔4	
10011|5	UI_Buff_ZengJiaGongJiLi.img	提高45%攻击和攻速	5	0	刘晔5	
10011|6	UI_Buff_ZengJiaGongJiLi.img	提高50%攻击和攻速	5	0	刘晔6	
10011|7	UI_Buff_ZengJiaGongJiLi.img	提高55%攻击和攻速	5	0	刘晔7	
10011|8	UI_Buff_ZengJiaGongJiLi.img	提高60%攻击和攻速	5	0	刘晔8	
10011|9	UI_Buff_ZengJiaGongJiLi.img	提高70%攻击和攻速	5	0	刘晔9	
19101|0	UI_Buff_ZengJiaGongSu.img	提高30%攻速	5	0	文丑5	
19101|1	UI_Buff_ZengJiaGongSu.img	提高35%攻速	5	0	文丑6	
19101|2	UI_Buff_ZengJiaGongSu.img	提高40%攻速	5	0	文丑7	
19101|3	UI_Buff_ZengJiaGongSu.img	提高45%攻速	5	0	文丑8	
19101|4	UI_Buff_ZengJiaGongSu.img	提高50%攻速	5	0	文丑9	
1200|0	UI_Buff_BaoJiJian.img	提高20%暴击	15	0	曹纯0	
1201|0	UI_Buff_BaoJiJian.img	提高40%暴击	15	0	曹纯1	
1202|0	UI_Buff_BaoJiJian.img	提高60%暴击	15	0	曹纯2	
1203|0	UI_Buff_BaoJiJian.img	提高80%暴击	15	0	曹纯3	
1204|0	UI_Buff_BaoJiJian.img	提高100%暴击	15	0	曹纯4	
1205|0	UI_Buff_BaoJiJian.img	提高150%暴击，虎豹骑额外提高40%暴击伤害和5%护甲生命	15	0	曹纯5	
1206|0	UI_Buff_BaoJiJian.img	提高200%暴击，虎豹骑额外提高80%暴击伤害和10%护甲生命	15	0	曹纯6	
1207|0	UI_Buff_BaoJiJian.img	提高250%暴击，虎豹骑额外提高120%暴击伤害和15%护甲生命	15	0	曹纯7	
1208|0	UI_Buff_BaoJiJian.img	提高300%暴击，虎豹骑额外提高160%暴击伤害和20%护甲生命	15	0	曹纯8	
1209|0	UI_Buff_BaoJiJian.img	提高400%暴击，虎豹骑额外提高200%暴击伤害和30%护甲生命	15	0	曹纯9	
1300|0	UI_Buff_ZengJiaGongJiLi.img	提高2%攻击护甲生命	5	0	貂蝉5	
1301|0	UI_Buff_ZengJiaGongJiLi.img	提高4%攻击护甲生命	5.5	0	貂蝉6	
1302|0	UI_Buff_ZengJiaGongJiLi.img	提高6%攻击护甲生命	6	0	貂蝉7	
1303|0	UI_Buff_ZengJiaGongJiLi.img	提高8%攻击护甲生命	6.5	0	貂蝉8	
1304|0	UI_Buff_ZengJiaGongJiLi.img	提高12%攻击护甲生命	8	0	貂蝉9	
23031|0	UI_Buff_ZengJiaGongSu.img	提高30%攻速	5	4	吕蒙神器0	
23031|1	UI_Buff_ZengJiaGongSu.img	提高40%攻速	5	4	吕蒙神器1	
23031|2	UI_Buff_ZengJiaGongSu.img	提高50%攻速	5	4	吕蒙神器2	
23031|3	UI_Buff_ZengJiaGongSu.img	提高60%攻速	5	4	吕蒙神器3	
23031|4	UI_Buff_ZengJiaGongSu.img	提高70%攻速	5	4	吕蒙神器4	
23031|5	UI_Buff_ZengJiaGongSu.img	提高80%攻速	5	4	吕蒙神器5	
23031|6	UI_Buff_ZengJiaGongSu.img	提高100%攻速	5	4	吕蒙神器6	
23031|7	UI_Buff_ZengJiaGongSu.img	提高120%攻速	5	4	吕蒙神器7	
24300|0	UI_Buff_WuShiShanBi.img	无视闪避	5	8	神射特技0	
24301|0	UI_Buff_WuShiShanBi.img	无视闪避	5	8	神射特技1	
24312|0	UI_Buff_BaoJiJian.img	暴击伤害降低50%	5	1	白毦特技2	
24312|1	UI_Buff_BaoJiJian.img	暴击伤害降低50%，攻击降低30%	5	1	白毦特技3	
24320|0	UI_Buff_WuLiXiXue.img	物理吸血+15%	3	8	丹阳特技0	
24321|0	UI_Buff_WuLiXiXue.img	物理吸血+15%	3	8	丹阳特技1	
24322|0	UI_Buff_JiangDiHuJia.img	护甲降低50%	3	1	丹阳特技2	
24322|1	UI_Buff_LiuXue.img	护甲降低50%移速降低20%，每秒降低1%最大生命	5	1	丹阳特技3	
57|0	UI_Buff_ZengJiaYiSu.img	移速+30%	3	8	丹阳特技1	
58|0	UI_Buff_GongJiJuLi.img	攻击距离+1米	10	8	井阑特技0	
24330|0	UI_Buff_GongJiJuLi.img	攻击距离+1米	10	8	井阑特技0	
24331|0	UI_Buff_GongJiJuLi.img	攻击距离+3米	10	8	井阑特技1	
24350|0	UI_Buff_ZengJiaGongJiLi.img	攻击+30%	5	8	无当特技0	
24351|0	UI_Buff_ZengJiaGongJiLi.img	攻击+50%	5	8	无当特技1	
24362|0	UI_Buff_BaoJiJian.img	暴击伤害降低50%	5	1	藤甲特技2	
24362|1	UI_Buff_BaoJiJian.img	暴击伤害降低50%，攻击降低50%	5	1	藤甲特技3	
24364|0	UI_Buff_HuiFuShengMing.img	法术抗性+200%	3	8	藤甲特技4	
24364|1	UI_Buff_HuiFuShengMing.img	法术抗性+200%，生命上限+5%	3	8	藤甲特技5	
24364|2	UI_Buff_HuiFuShengMing.img	法术抗性+200%，生命上限+5%	3	8	藤甲特技6	
24370|0	UI_Buff_XuanYun.img	眩晕	1.5	1	陷阵特技0	
24370|1	UI_Buff_XuanYun.img	眩晕2秒，护甲降低50%	3	1	陷阵特技1	
24370|2	UI_Buff_XuanYun.img	眩晕2秒，护甲降低50%	3	1	陷阵特技2	
24370|3	UI_Buff_XuanYun.img	眩晕2秒，护甲降低50%	3	1	陷阵特技3	
24371|0	UI_Buff_WuLiXiXue.img	物理吸血+15%	3	8	陷阵特技2	
24371|1	UI_Buff_WuLiXiXue.img	物理吸血+15%	3	8	陷阵特技3	
24374|0	UI_Buff_ZengJiaGongSu.img	攻速+50%	5	8	陷阵特技4	
24374|1	UI_Buff_ZengJiaGongSu.img	攻速+50%，生命上限+20%	5	8	陷阵特技5	
24374|2	UI_Buff_ZengJiaGongSu.img	攻速+50%，生命上限+20%	5	8	陷阵特技6	
24380|0	UI_Buff_WuShangJianMian.img	物理伤害减免+10%	5	8	象兵特技0	
24380|1	UI_Buff_WuShangJianMian.img	物理伤害减免+10%，物理反弹+10%	5	8	象兵特技1	
24382|0	UI_Buff_HunLuan.img	恐惧	1.5	1	象兵特技2	
24382|1	UI_Buff_HunLuan.img	恐惧	1.5	1	象兵特技3	
24382|2	UI_Buff_HunLuan.img	恐惧	1.5	1	象兵特技4	
24383|0	UI_Buff_ZengJiaHuJia.img	护甲+25%	3	8	象兵特技3	
24383|1	UI_Buff_ZengJiaHuJia.img	护甲+50%，攻击+30%	5	8	象兵特技4	
24393|0	UI_Buff_FaShuXiXue.img	法术穿透+30%，法术吸血+30%	10	8	虎豹特技4	
24393|1	UI_Buff_FaShuXiXue.img	法术穿透+30%，法术吸血+30%，暴击+200%	10	8	虎豹特技5	
24393|2	UI_Buff_FaShuXiXue.img	法术穿透+30%，法术吸血+30%，暴击+200%，每秒恢复1%最大血量	10	8	虎豹特技6	
1330|0	UI_Buff_WuLiJiaCheng.img	物伤加成+10%	5	0	向宠0	
1331|0	UI_Buff_WuLiJiaCheng.img	物伤加成+15%	5	0	向宠1	
1332|0	UI_Buff_WuLiJiaCheng.img	物伤加成+20%	5	0	向宠2	
1333|0	UI_Buff_WuLiJiaCheng.img	物伤加成+25%	5	0	向宠3	
1334|0	UI_Buff_WuLiJiaCheng.img	物伤加成+30%	5	0	向宠4	
1335|0	UI_Buff_WuLiJiaCheng.img	物伤加成+35%	5	0	向宠5	
1336|0	UI_Buff_WuLiJiaCheng.img	物伤加成+40%	5	0	向宠6	
1337|0	UI_Buff_WuLiJiaCheng.img	物伤加成+45%	5	0	向宠7	
1338|0	UI_Buff_WuLiJiaCheng.img	物伤加成+50%	5	0	向宠8	
1339|0	UI_Buff_WuLiJiaCheng.img	物伤加成+60%	5	0	向宠9	
1340|0	UI_Buff_JiangDiGongJiLi.img	物伤加成-10%	5	1	向宠5	
1341|0	UI_Buff_JiangDiGongJiLi.img	物伤加成-20%	5	1	向宠6	
1342|0	UI_Buff_JiangDiGongJiLi.img	物伤加成-30%	5	1	向宠7	
1343|0	UI_Buff_JiangDiGongJiLi.img	物伤加成-40%	5	1	向宠8	
1344|0	UI_Buff_JiangDiGongJiLi.img	物伤加成-60%	5	1	向宠9	
1360|0	UI_Buff_FanQianXing.img	反潜行和视野+100	5	2	潘璋0	
1361|0	UI_Buff_FanQianXing.img	反潜行和视野+120	5	2	潘璋1	
1362|0	UI_Buff_FanQianXing.img	反潜行和视野+140	5	2	潘璋2	
1363|0	UI_Buff_FanQianXing.img	反潜行和视野+160	5	2	潘璋3	
1364|0	UI_Buff_FanQianXing.img	反潜行和视野+180	5	2	潘璋4	
1365|0	UI_Buff_FanQianXing.img	反潜行和视野+200，每秒回复1点士气，攻击攻速+10%	5	2	潘璋5	
1366|0	UI_Buff_FanQianXing.img	反潜行和视野+220，每秒回复2点士气，攻击攻速+20%	5	2	潘璋6	
1367|0	UI_Buff_FanQianXing.img	反潜行和视野+240，每秒回复3点士气，攻击攻速+30%	5	2	潘璋7	
1368|0	UI_Buff_FanQianXing.img	反潜行和视野+260，每秒回复4点士气，攻击攻速+40%	5	2	潘璋8	
1369|0	UI_Buff_FanQianXing.img	反潜行和视野+300，每秒回复6点士气，攻击攻速+60%	5	2	潘璋9	
1370|0	UI_Buff_QianXing.img	潜行数值降低100	5	1	潘璋0	
1371|0	UI_Buff_QianXing.img	潜行数值降低120	5	1	潘璋1	
1372|0	UI_Buff_QianXing.img	潜行数值降低140	5	1	潘璋2	
1373|0	UI_Buff_QianXing.img	潜行数值降低160	5	1	潘璋3	
1374|0	UI_Buff_QianXing.img	潜行数值降低180	5	1	潘璋4	
1375|0	UI_Buff_QianXing.img	潜行数值降低200	5	1	潘璋5	
1376|0	UI_Buff_QianXing.img	潜行数值降低220	5	1	潘璋6	
1377|0	UI_Buff_QianXing.img	潜行数值降低240	5	1	潘璋7	
1378|0	UI_Buff_QianXing.img	潜行数值降低260	5	1	潘璋8	
1379|0	UI_Buff_QianXing.img	潜行数值降低300	5	1	潘璋9	
1380|0	UI_Buff_WuLiXiXue.img	攻击+30%物理吸血+10%	5	4	典韦神器0	
1381|0	UI_Buff_WuLiXiXue.img	攻击+40%物理吸血+15%	5	4	典韦神器1	
1382|0	UI_Buff_WuLiXiXue.img	攻击+50%物理吸血+20%	5	4	典韦神器2	
1383|0	UI_Buff_WuLiXiXue.img	攻击+80%物理吸血+30%	5	4	典韦神器3	
1384|0	UI_Buff_WuLiXiXue.img	攻击+90%物理吸血+35%	5	4	典韦神器4	
1385|0	UI_Buff_WuLiXiXue.img	攻击+100%物理吸血+40%	6	4	典韦神器5	
1386|0	UI_Buff_WuLiXiXue.img	攻击+110%物理吸血+45%	7	4	典韦神器6	
1387|0	UI_Buff_WuLiXiXue.img	攻击+120%物理吸血+50%	8	4	典韦神器7	
1390|0	UI_Buff_ChenMo.img	无法释放技能	5	1	徐庶神器0	
1391|0	UI_Buff_ChenMo.img	无法释放技能，法抗降低30%	5	1	徐庶神器1	
1392|0	UI_Buff_ChenMo.img	无法释放技能，法抗降低40%	5	1	徐庶神器2	
1393|0	UI_Buff_ChenMo.img	无法释放技能，法抗降低50%	5	1	徐庶神器3	
1394|0	UI_Buff_ChenMo.img	无法释放技能，法抗降低60%	5	1	徐庶神器4	
1395|0	UI_Buff_ChenMo.img	无法释放技能，法抗降低70%	5	1	徐庶神器5	
1396|0	UI_Buff_ChenMo.img	无法释放技能，法抗降低80%	5	1	徐庶神器6	
1397|0	UI_Buff_ChenMo.img	无法释放技能，法抗降低100%	5	1	徐庶神器7	
23430|0	UI_Buff_ChaoFeng.img	被嘲讽	3	1	潘凤神器0	
23430|1	UI_Buff_ChaoFeng.img	被嘲讽，护甲降低30%	3	1	潘凤神器1	
23430|2	UI_Buff_ChaoFeng.img	被嘲讽，护甲降低40%	3	1	潘凤神器2	
23430|3	UI_Buff_ChaoFeng.img	被嘲讽，护甲降低40%	3	1	潘凤神器3	
23430|4	UI_Buff_ChaoFeng.img	被嘲讽，护甲降低40%	3	1	潘凤神器4	
23430|5	UI_Buff_ChaoFeng.img	被嘲讽，护甲降低40%	4	1	潘凤神器5	
23430|6	UI_Buff_ChaoFeng.img	被嘲讽，护甲降低40%	5	1	潘凤神器6	
23430|7	UI_Buff_ChaoFeng.img	被嘲讽，护甲降低40%	6	1	潘凤神器7	
23431|0	UI_Buff_ZengJiaHuJia.img	护甲提高30%	3	4	潘凤神器3	
23431|1	UI_Buff_ZengJiaHuJia.img	护甲提高40%	3	4	潘凤神器4	
23431|2	UI_Buff_ZengJiaHuJia.img	护甲提高40%	4	4	潘凤神器5	
23431|3	UI_Buff_ZengJiaHuJia.img	护甲提高40%	5	4	潘凤神器6	
23431|4	UI_Buff_ZengJiaHuJia.img	护甲提高40%	6	4	潘凤神器7	
1400|0	UI_Buff_WuLiChuanTou.img	物伤加成+20%	5	4	潘璋神器0	
1401|0	UI_Buff_WuLiChuanTou.img	物伤加成+25%	5	4	潘璋神器1	
1402|0	UI_Buff_WuLiChuanTou.img	物伤加成+30%，生命+5%	5	4	潘璋神器2	
1403|0	UI_Buff_WuLiChuanTou.img	物伤加成+35%，生命+10%	5	4	潘璋神器3	
1404|0	UI_Buff_WuLiChuanTou.img	物伤加成+40%，生命+15%	5	4	潘璋神器4	
1405|0	UI_Buff_WuLiChuanTou.img	物伤加成+45%，生命+20%，基础暴击+50%	5	4	潘璋神器5	
1406|0	UI_Buff_WuLiChuanTou.img	物伤加成+50%，生命+25%，基础暴击+100%	5	4	潘璋神器6	
1407|0	UI_Buff_WuLiChuanTou.img	物伤加成+60%，生命+30%，基础暴击+200%	5	4	潘璋神器7	
1410|0	UI_Buff_ZengJiaYiSu.img	提升10%护甲和移速	5	4	华佗神器0	
1411|0	UI_Buff_ZengJiaYiSu.img	提升15%护甲和移速	5	4	华佗神器1	
1412|0	UI_Buff_ZengJiaYiSu.img	提升20%护甲和移速	5	4	华佗神器2	
1413|0	UI_Buff_ZengJiaYiSu.img	提升25%护甲和移速	5	4	华佗神器3	
1414|0	UI_Buff_ZengJiaYiSu.img	提升30%护甲和移速	5	4	华佗神器4	
1415|0	UI_Buff_ZengJiaYiSu.img	提升35%护甲和移速	5	4	华佗神器5	
1416|0	UI_Buff_ZengJiaYiSu.img	提升40%护甲和移速	5	4	华佗神器6	
1417|0	UI_Buff_ZengJiaYiSu.img	提升50%护甲和法术抗性和40%移速	5	4	华佗神器7	
23460|0	UI_Buff_ZengJiaGongJiLi.img	提升5%攻击	5	4	乐进神器0	
23460|1	UI_Buff_ZengJiaGongJiLi.img	提升10%攻击和护甲	5	4	乐进神器1	
23460|2	UI_Buff_ZengJiaGongJiLi.img	提升15%攻击和护甲	5	4	乐进神器2	
23460|3	UI_Buff_ZengJiaGongJiLi.img	提升20%攻击和护甲，+5%生命上限	5	4	乐进神器3	
23460|4	UI_Buff_ZengJiaGongJiLi.img	提升25%攻击和护甲，+10%生命上限	5	4	乐进神器4	
23460|5	UI_Buff_ZengJiaGongJiLi.img	提升30%攻击和护甲，+15%生命上限	5	4	乐进神器5	
23460|6	UI_Buff_ZengJiaGongJiLi.img	提升35%攻击和护甲，+20%生命上限	5	4	乐进神器6	
